 ,Area
335,128.370
336,144.966
337,1.267
338,279.185
339,90.008
340,155.525
341,140.406
342,308.286
343,126.334
344,119.492
345,85.258
346,211.270
347,88.792
348,0.285
349,73.710
350,136.942
351,174.911
352,84.779
353,102.437
354,121.450
355,125.859
356,145.587
357,98.097
358,243.122
359,84.154
360,83.689
361,133.449
362,76.647
363,97.493
364,270.558
365,108.902
366,77.203
367,107.499
368,196.938
369,145.289
370,170.717
371,96.028
372,90.730
373,176.863
374,150.656
375,73.995
376,96.139
377,172.676
378,152.024
379,152.246
380,177.168
381,110.916
382,85.661
383,257.781
384,143.962
385,142.372
386,220.256
387,106.597
388,236.456
389,141.962
390,91.452
391,111.985
392,275.057
393,117.039
394,90.424
395,122.246
396,207.269
397,139.767
398,167.450
399,113.849
400,76.233
401,96.603
402,237.126
403,84.971
404,151.242
405,84.267
406,101.558
407,323.930
408,100.920
409,94.214
410,114.502
411,96.788
412,219.932
413,138.439
414,107.945
415,144.166
416,103.064
417,169.780
418,179.267
419,101.113
420,173.481
421,180.995
422,147.370
423,157.006
424,153.171
425,162.421
426,129.612
427,245.946
428,129.723
429,146.406
430,102.107
431,82.813
432,188.680
433,123.900
434,124.909
435,192.968
436,266.583
437,0.764
438,125.733
439,135.020
440,304.124
441,184.890
442,117.443
443,101.846
444,128.259
445,311.777
446,111.763
447,120.093
448,85.767
449,262.219
450,197.465
451,171.634
452,107.131
453,122.068
454,107.145
455,182.980
456,158.298
457,161.300
458,96.510
459,0.998
460,97.307
461,356.467
462,99.820
463,116.883
464,114.047
465,1.156
466,157.853
467,135.921
468,129.831
469,155.943
470,110.815
471,383.160
472,89.235
473,178.614
474,116.517
475,83.899
476,245.415
477,206.061
478,187.598
479,95.490
480,205.566
481,101.795
482,356.682
483,80.287
484,150.944
485,150.844
486,146.794
487,151.763
488,211.899
489,105.020
490,205.874
491,152.721
492,152.924
493,185.720
494,105.418
495,76.857
496,174.211
497,78.572
498,79.363
499,83.575
500,70.218
501,146.692
502,99.961
503,117.106
504,152.274
505,238.855
506,85.986
507,89.721
508,95.835
509,332.905
510,101.339
511,139.114
512,111.023
513,73.389
514,0.955
515,123.965
516,113.356
517,155.946
518,100.290
519,135.356
520,192.288
521,131.214
522,129.860
523,147.773
524,99.374
525,185.869
526,238.887
527,110.483
528,116.261
529,104.447
530,75.863
531,138.683
532,122.234
533,91.733
534,161.286
535,95.381
536,243.396
537,2.709
538,256.463
539,69.850
540,222.392
541,97.754
542,97.492
543,77.569
544,136.908
545,80.238
546,146.577
547,95.131
548,159.631
549,147.431
550,131.869
551,71.623
552,149.831
553,174.138
554,140.938
555,79.854
556,131.885
557,62.054
558,394.623
559,101.077
560,94.538
561,1.562
562,165.400
563,172.508
564,117.538
565,73.623
566,186.977
567,259.277
568,225.515
569,76.169
570,0.385
571,0.492
572,305.631
573,115.946
574,128.654
575,159.177
576,211.808
577,0.385
578,58.677
579,151.800
580,91.515
581,309.246
582,156.754
583,97.738
584,117.385
585,228.854
586,152.785
587,233.123
588,98.546
