 ,Area
258,149.133
259,138.310
260,137.080
261,155.348
262,214.962
263,139.358
264,152.096
265,136.039
266,320.572
267,163.034
268,141.434
269,302.298
270,169.430
271,105.375
272,115.386
273,148.052
274,153.944
275,210.347
276,117.636
277,120.606
278,285.992
279,114.472
280,128.151
281,147.984
282,325.773
283,115.950
284,182.868
285,124.711
286,164.297
287,216.172
288,128.641
289,146.238
290,260.152
291,111.469
292,143.107
293,272.071
294,102.681
295,163.806
296,132.871
297,106.331
298,0.931
299,128.692
300,92.148
301,183.815
302,159.046
303,135.539
304,87.208
305,346.039
306,142.731
307,134.553
308,99.985
309,97.468
310,210.230
311,100.791
312,132.646
313,1.041
314,79.931
315,261.929
316,71.473
317,165.027
318,161.053
319,120.264
320,82.183
321,189.840
322,127.831
323,286.507
324,155.823
325,121.385
326,89.385
327,100.716
328,163.555
329,124.203
330,188.589
331,91.387
332,0.596
333,227.461
334,1.361
335,131.845
336,148.851
337,0.981
338,233.337
339,84.340
340,142.756
341,132.481
342,293.639
343,124.203
344,119.812
345,83.038
346,204.258
347,88.204
348,0.959
349,76.776
350,137.636
351,166.622
352,88.719
353,102.295
354,126.238
355,132.924
356,154.521
357,105.803
358,254.857
359,89.704
360,91.606
361,147.759
362,85.201
363,99.434
364,301.418
365,115.631
366,76.985
367,110.791
368,212.775
369,157.423
370,187.694
371,110.204
372,99.332
373,174.884
374,159.554
375,85.859
376,109.021
377,186.695
378,174.425
379,144.964
380,181.131
381,115.335
382,96.874
383,272.594
384,153.032
385,161.232
386,216.773
387,116.467
388,228.023
389,149.584
390,98.358
391,121.215
392,299.041
393,117.829
394,93.264
395,142.125
396,219.290
397,148.368
398,194.123
399,129.331
400,80.752
401,98.149
402,238.958
403,94.417
404,159.906
405,88.090
406,112.019
407,309.248
408,109.368
409,93.270
410,119.115
411,104.092
412,230.317
413,153.579
414,105.601
415,147.173
416,108.617
417,178.697
418,190.734
419,112.469
420,173.337
421,173.006
422,141.368
423,167.274
424,165.375
425,172.279
426,130.263
427,251.734
428,127.913
429,137.510
430,101.767
431,91.875
432,193.726
433,113.923
434,130.605
435,169.587
436,261.643
437,115.270
438,128.177
439,134.271
440,309.062
441,198.269
442,117.741
443,100.726
444,131.234
445,309.442
446,122.797
447,123.371
448,88.041
449,252.985
450,181.766
451,174.355
452,100.487
453,124.964
454,109.614
455,187.640
456,140.944
457,154.589
458,97.538
459,0.482
460,92.777
461,355.898
462,96.721
463,109.954
464,113.259
465,171.533
466,149.259
467,130.817
468,132.411
469,162.599
470,99.076
471,356.558
472,89.497
473,180.772
474,123.792
475,84.761
476,254.533
477,199.122
478,177.878
479,114.797
480,192.452
481,104.711
482,339.594
483,87.086
484,136.914
485,140.893
486,151.005
487,145.259
488,203.061
489,113.198
490,221.249
491,156.859
492,164.865
493,200.409
494,127.337
495,88.656
496,186.679
497,85.929
498,82.756
499,93.568
500,79.772
501,152.038
502,108.775
503,125.879
504,161.051
505,223.651
506,79.876
507,89.974
508,96.589
509,343.166
510,110.752
511,151.977
512,101.037
513,67.067
514,1.739
515,131.840
516,120.912
517,177.465
518,107.280
519,121.772
520,175.604
521,127.935
522,126.837
523,148.621
524,109.373
525,199.628
526,200.311
527,108.280
528,105.864
529,110.892
530,72.577
531,133.232
532,134.238
533,83.085
534,144.026
535,92.671
536,220.027
537,97.889
538,233.970
539,73.487
540,237.578
541,108.258
542,105.321
543,84.485
544,137.688
545,90.963
546,151.767
547,101.800
548,181.614
549,169.484
550,139.423
551,82.264
552,169.828
553,188.955
554,150.500
555,93.341
556,143.795
557,73.655
558,412.091
559,111.103
560,116.600
561,1.800
562,184.420
563,201.715
564,135.181
565,94.952
566,224.552
567,286.922
568,239.754
569,86.785
570,1.040
571,0.975
572,341.509
573,139.456
574,136.045
575,177.404
576,228.976
577,2.703
578,87.604
579,164.624
580,90.489
581,340.586
582,167.782
583,109.141
584,128.216
585,255.542
586,168.958
587,257.621
588,106.179
