 ,Area
328,164.486
329,112.499
330,195.467
331,97.795
332,1.431
333,226.845
334,140.827
335,137.309
336,150.198
337,0.462
338,241.458
339,78.767
340,142.440
341,128.796
342,286.766
343,125.746
344,112.384
345,80.201
346,214.902
347,93.378
348,0.589
349,79.125
350,143.865
351,156.790
352,76.511
353,103.539
354,119.198
355,130.561
356,149.069
357,102.259
358,239.959
359,84.912
360,84.125
361,130.411
362,78.044
363,99.441
364,304.056
365,98.720
366,78.506
367,114.385
368,205.498
369,150.066
370,191.191
371,105.961
372,85.945
373,171.975
374,146.545
375,80.940
376,99.603
377,180.892
378,172.599
379,137.724
380,173.927
381,108.388
382,85.260
383,261.795
384,149.976
385,152.343
386,191.245
387,104.909
388,224.931
389,140.115
390,97.176
391,123.393
392,284.503
393,96.577
394,83.148
395,116.573
396,209.882
397,139.957
398,188.711
399,122.656
400,63.880
401,92.683
402,229.925
403,82.116
404,139.542
405,86.320
406,106.527
407,262.868
408,96.949
409,85.486
410,109.072
411,98.689
412,218.776
413,153.811
414,78.935
415,116.173
416,98.173
417,147.558
418,171.073
419,101.133
420,162.815
421,141.369
422,119.089
423,137.570
424,140.829
425,148.012
426,111.853
427,226.710
428,96.120
429,109.120
430,81.388
431,78.510
432,156.886
433,104.488
434,104.878
435,126.059
436,191.429
437,84.150
438,102.502
439,119.561
440,243.943
441,171.931
442,103.376
443,101.502
444,126.059
445,291.633
446,111.880
447,120.758
448,83.300
449,239.968
450,174.245
451,165.723
452,96.447
453,113.915
454,108.149
455,174.898
456,126.981
457,146.048
458,99.387
459,0.275
460,89.879
461,345.945
462,104.115
463,99.100
464,104.671
465,166.216
466,143.813
467,127.153
468,130.426
469,161.173
470,86.773
471,338.759
472,86.188
473,171.276
474,118.442
475,75.305
476,228.941
477,167.064
478,160.817
479,95.748
480,176.302
481,99.450
482,303.272
483,81.443
484,128.775
485,122.786
486,133.595
487,129.303
488,187.031
489,96.275
490,198.338
491,130.024
492,137.073
493,180.130
494,106.475
495,75.844
496,173.539
497,84.320
498,70.699
499,86.794
500,80.680
501,154.846
502,111.152
503,128.640
504,166.123
505,202.473
506,83.091
507,84.918
508,94.653
509,334.016
510,108.727
511,150.791
512,86.056
513,61.924
514,0.800
515,123.284
516,112.329
517,176.794
518,107.483
519,119.817
520,174.677
521,128.327
522,121.254
523,151.085
524,116.138
525,190.188
526,190.145
527,106.148
528,108.250
529,113.568
530,80.959
531,140.111
532,136.490
533,76.538
534,139.851
535,93.346
536,210.714
537,93.168
538,248.944
539,71.519
540,197.607
541,95.486
542,87.917
543,76.544
544,121.229
545,75.037
546,150.830
547,86.617
548,158.877
549,149.087
550,132.236
551,72.130
552,167.651
553,185.731
554,125.944
555,78.895
556,126.032
557,61.838
558,375.386
559,105.690
560,100.839
561,136.301
562,147.149
563,161.554
564,111.728
565,82.115
566,190.694
567,258.227
568,186.062
569,69.495
570,0.987
571,173.814
572,282.352
573,116.272
574,121.790
575,132.437
576,187.403
577,0.626
578,67.823
579,135.137
580,85.424
581,295.220
582,125.501
583,86.476
584,112.030
585,207.167
586,148.928
587,212.579
588,94.623
